id,name,rank1,rank2,rank3,rank4,rank5,trade_val1,trade_val2,trade_val3,trade_val4,trade_val5,eu_row_split
c4_2_2_3_5_3_4,"28.9L: Fairground amusements, casino tables etc",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_5_3_5,32.1E: Other articles of precious metal,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_5_3_6,32.4B: Amusement arcade games,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_5_3_7,32.9D: Tailors' dummies,A,B,C,D,E,5,4,3,2,1,0.5
c5,9: Unspecified goods,A,B,C,D,E,5,4,3,2,1,0.5
c5_1,91: Parcel Post,A,B,C,D,E,5,4,3,2,1,0.5
c5_1_1,13.9P: Other textiles (Post),A,B,C,D,E,5,4,3,2,1,0.5
c5_1_2,14.1P: Other wearing apparel (Post),A,B,C,D,E,5,4,3,2,1,0.5
c5_1_3,22.2P: Other plastic products (Post),A,B,C,D,E,5,4,3,2,1,0.5
c5_1_4,25.9P: Other fabricated metal products (Post),A,B,C,D,E,5,4,3,2,1,0.5
c5_1_5,26.2P: Other computers & peripherals (Post),A,B,C,D,E,5,4,3,2,1,0.5
c5_1_6,26.3P: Other communication equipment (Post),A,B,C,D,E,5,4,3,2,1,0.5
c5_1_7,"26.5P: Other M, T & N equipment, watches and clocks (Post)",A,B,C,D,E,5,4,3,2,1,0.5
c5_1_8,29.3P: Other motor vehicle parts & accessories (Post),A,B,C,D,E,5,4,3,2,1,0.5
c5_1_9,32.1P: Other jewellery and related articles (Post),A,B,C,D,E,5,4,3,2,1,0.5
c5_1_10,32.5P: Other medical & dental I&S (Post),A,B,C,D,E,5,4,3,2,1,0.5
c5_2,9OG: Miscellaneous unspecified goods,A,B,C,D,E,5,4,3,2,1,0.5
c5_2_1,96: Coins,A,B,C,D,E,5,4,3,2,1,0.5
c5_2_1_1,32.1F: Coins,A,B,C,D,E,5,4,3,2,1,0.5
c5_2_2,97: Non-monetary gold,A,B,C,D,E,5,4,3,2,1,0.5
c5_2_2_1,24.4G: Non-monetary gold,A,B,C,D,E,5,4,3,2,1,0.5
c5_2_2_2,38.1R: Gold waste,A,B,C,D,E,5,4,3,2,1,0.5
c5_2_3,98: Defence equipment,A,B,C,D,E,5,4,3,2,1,0.5
c5_2_3_1,25.4: Weapons & ammunition,A,B,C,D,E,5,4,3,2,1,0.5
c5_2_3_2,"25.7C: Swords, bayonets etc",A,B,C,D,E,5,4,3,2,1,0.5
c5_2_3_3,30.4: Military fighting vehicles,A,B,C,D,E,5,4,3,2,1,0.5
